An Unearthly Child,1963-11-23,23:24,4.4,63
Part Two,1976-11-06,24:44,12.1,59
Part Three,1976-11-13,24:24,13.0,0
Part Four,1976-11-20,24:23,11.8,61
Part One,1977-01-01,24:58,10.7,61
Part Two,1977-01-08,24:58,11.1,0
Part Three,1977-01-15,24:40,11.3,59
Part Four,1977-01-22,24:46,11.7,60
Part One,1977-01-29,24:06,12.8,62
Part Two,1977-02-05,24:15,12.4,0
Part Three,1977-02-12,23:51,13.1,0
Part Four,1977-02-19,23:42,12.6,57
Part One,1977-02-26,24:44,11.3,0
Part Two,1977-03-05,24:26,9.8,0
Part Three,1977-03-12,21:56,10.2,0
Part Four,1977-03-19,24:30,11.4,60
Part Five,1977-03-26,24:49,10.1,0
Part Six,1977-04-02,23:26,9.3,58
Part One,1977-09-03,24:10,6.8,58
Part Two,1977-09-10,24:10,7.1,0
Part Three,1977-09-17,23:12,9.8,60
Part Four,1977-09-24,23:49,9.9,57
Part One,1977-10-01,23:09,8.6,0
Part Two,1977-10-08,25:13,7.3,0
Part Three,1977-10-15,23:28,7.5,0
Part Four,1977-10-22,21:22,8.3,0
Part One,1977-10-29,24:38,6.7,0
Part Two,1977-11-05,24:44,7.5,0
Part Three,1977-11-12,24:22,7.9,0
Part Four,1977-11-19,20:32,9.1,61
Part One,1977-11-26,24:59,8.5,0
Part Two,1977-12-03,24:57,9.5,0
Part Three,1977-12-10,24:57,8.9,68
Part Four,1977-12-17,24:57,8.4,59
Part One,1978-01-07,22:36,8.9,65
Part Two,1978-01-14,21:27,9.1,0
Part Three,1978-01-21,22:21,8.9,0
Part Four,1978-01-28,22:53,11.7,0
Part One,1978-02-04,25:00,11.2,56
Part Two,1978-02-11,25:00,11.4,0
Part Three,1978-02-18,25:00,9.5,0
Part Four,1978-02-25,23:31,10.9,0
Part Five,1978-03-04,25:00,10.3,0
Part Six,1978-03-11,25:44,9.8,0
Part One,1978-09-02,25:02,8.3,59
Part Two,1978-09-09,24:46,8.1,0
Part Three,1978-09-16,24:42,7.9,0
Part Four,1978-09-23,24:50,8.2,67
Part One,1978-09-30,25:05,9.1,61
Part Two,1978-10-07,25:30,7.4,0
Part Three,1978-10-14,25:47,8.2,64
Part Four,1978-10-21,25:16,8.4,64
Part One,1978-10-28,24:20,8.6,0
Part Two,1978-11-04,23:53,6.6,0
Part Three,1978-11-11,24:27,9.3,0
Part Four,1978-11-18,23:07,7.6,67
Part One,1978-11-25,24:53,9.5,0
Part Two,1978-12-02,24:27,10.1,65
Part Three,1978-12-09,23:52,8.9,0
Part Four,1978-12-16,24:49,9.0,66
Part One,1978-12-23,23:16,6.5,0
Part Two,1978-12-30,23:57,12.4,0
Part Three,1979-01-06,21:56,8.9,0
Part Four,1979-01-13,21:58,9.9,63
Part One,1979-01-20,24:39,7.5,65
Part Two,1979-01-27,23:56,8.8,0
Part Three,1979-02-03,25:03,7.8,0
Part Four,1979-02-10,25:09,8.6,0
Part Five,1979-02-17,24:42,8.6,0
Part Six,1979-02-24,25:09,9.6,66
Episode One,1979-09-01,24:03,13.0,67
Episode Two,1979-09-08,25:14,12.7,0
Episode Three,1979-09-15,24:32,13.8,63
Episode Four,1979-09-22,26:05,14.4,64
Part One,1979-09-29,24:25,12.4,0
Part Two,1979-10-06,24:33,14.1,64
Part Three,1979-10-13,25:25,15.4,0
Part Four,1979-10-20,25:08,16.1,64
Part One,1979-10-27,23:32,9.3,0
Part Two,1979-11-03,24:03,10.8,67
Part Three,1979-11-10,23:55,10.2,0
Part Four,1979-11-17,24:07,9.6,0
Part One,1979-11-24,24:17,8.7,0
Part Two,1979-12-01,22:44,9.6,0
Part Three,1979-12-08,24:06,9.6,0
Part Four,1979-12-15,24:31,9.4,65
Part One,1979-12-22,25:41,6.0,0
Part Two,1979-12-29,25:00,8.8,0
Part Three,1980-01-05,23:26,9.8,0
Part Four,1980-01-12,26:45,10.4,67
Part One,2000-01-01,24:34,0.0,0
Part Two,2000-01-01,17:56,0.0,0
Part Three,2000-01-01,17:29,0.0,0
Part Four,2000-01-01,17:43,0.0,0
Part Five,2000-01-01,14:11,0.0,0
Part Six,2000-01-01,17:43,0.0,0
Part One,1980-08-30,23:33,5.9,0
Part Two,1980-09-06,20:45,5.0,0
Part Three,1980-09-13,21:21,5.0,0
Part Four,1980-09-20,21:19,4.5,65
Part One,1980-09-27,24:43,5.0,61
Part Two,1980-10-04,21:24,4.2,64
Part Three,1980-10-11,21:19,4.7,0
Part Four,1980-10-18,19:30,4.7,63
Part One,1980-10-25,24:23,5.9,0
Part Two,1980-11-01,22:11,3.7,0
Part Three,1980-11-08,22:00,5.9,0
Part Four,1980-11-15,24:16,5.4,65
Part One,1980-11-22,22:24,5.8,0
Part Two,1980-11-29,23:16,5.3,0
Part Three,1980-12-06,24:13,4.4,0
Part Four,1980-12-13,24:54,5.4,69
Part One,1981-01-03,22:54,7.1,59
Part Two,1981-01-10,23:47,6.7,0
Part Three,1981-01-17,22:15,8.3,0
Part Four,1981-01-24,24:53,7.8,59
Part One,1981-01-31,24:05,7.6,0
Part Two,1981-02-07,24:50,6.1,0
Part Three,1981-02-14,23:49,5.2,0
Part Four,1981-02-21,25:11,6.1,63
Part One,1981-02-28,24:32,7.7,0
Part Two,1981-03-07,24:03,7.7,61
Part Three,1981-03-14,24:32,5.8,0
Part Four,1981-03-21,25:10,6.1,65
Part One,1982-01-04,24:14,9.1,0
Part Two,1982-01-05,24:13,8.6,0
Part Three,1982-01-11,23:35,10.2,0
Part Four,1982-01-12,24:12,10.4,0
Part One,1982-01-18,23:36,8.4,0
Part Two,1982-01-19,24:11,8.8,0
Part Three,1982-01-25,24:09,8.9,0
Part Four,1982-01-26,24:53,9.4,0
Part One,1982-02-01,24:50,8.4,0
Part Two,1982-02-02,24:58,9.4,0
Part Three,1982-02-08,24:17,8.5,0
Part Four,1982-02-09,24:28,8.9,0
Part One,1982-02-15,24:11,9.1,0
Part Two,1982-02-16,24:26,9.3,0
Part Three,1982-02-22,24:24,9.9,0
Part Four,1982-02-23,23:32,10.1,0
Part One,1982-03-01,24:56,9.9,0
Part Two,1982-03-02,24:41,10.1,0
Part One,1982-03-08,24:22,9.1,0
Part Two,1982-03-09,24:23,8.8,0
Part Three,1982-03-15,24:24,9.8,0
Part Four,1982-03-16,24:28,9.6,0
Part One,1982-03-22,24:56,10.0,0
Part Two,1982-03-23,23:58,8.5,0
Part Three,1982-03-29,24:29,8.9,0
Part Four,1982-03-30,24:30,8.1,0
Part One,1983-01-03,24:37,7.2,69
Part Two,1983-01-05,24:42,7.3,70
Part Three,1983-01-11,24:37,6.9,67
Part Four,1983-01-12,24:28,7.2,66
Part One,1983-01-18,24:26,6.7,65
Part Two,1983-01-19,24:35,7.7,66
Part Three,1983-01-25,24:29,6.6,67
Part Four,1983-01-26,24:29,7.4,67
Part One,1983-02-01,24:03,6.5,67
Part Two,1983-02-02,24:33,7.5,70
Part Three,1983-02-08,24:32,7.4,67
Part Four,1983-02-09,24:33,7.7,68
Part One,1983-02-15,24:58,6.8,65
Part Two,1983-02-16,24:40,7.5,67
Part Three,1983-02-22,24:39,6.5,64
Part Four,1983-02-23,24:49,7.4,67
Part One,1983-03-01,24:12,6.6,67
Part Two,1983-03-02,24:23,7.2,65
Part Three,1983-03-08,24:38,6.2,68
Part Four,1983-03-09,24:34,7.3,70
Part One,1983-03-15,24:48,5.8,65
Part Two,1983-03-16,24:27,7.2,63
The Five Doctors,1983-11-25,90:23,7.7,75
Part One,1984-01-05,24:48,7.6,65
Part Two,1984-01-06,24:04,7.5,64
Part Three,1984-01-12,24:02,7.3,62
Part Four,1984-01-13,24:48,6.6,65
Part One,1984-01-19,25:18,7.9,65
Part Two,1984-01-20,24:47,6.6,63
Part One,1984-01-26,24:39,8.0,66
Part Two,1984-01-27,24:35,5.8,69
Part Three,1984-02-02,24:30,7.8,65
Part Four,1984-02-03,24:26,5.6,65
Part One,1984-02-08,46:24,7.3,69
Part Two,1984-02-15,46:52,8.0,65
Part One,1984-02-23,24:26,7.4,0
Part Two,1984-02-24,24:20,6.1,0
Part Three,1984-03-01,23:57,7.4,0
Part Four,1984-03-02,24:44,7.0,0
Part One,1984-03-08,24:33,6.9,65
Part Two,1984-03-09,25:00,6.6,0
Part Three,1984-03-15,24:36,7.8,65
Part Four,1984-03-16,25:37,7.8,68
Part One,1984-03-22,24:42,7.6,61
Part Two,1984-03-23,25:09,7.4,66
Part Three,1984-03-29,24:27,7.0,59
Part Four,1984-03-30,25:04,6.3,67
Part One,1985-01-05,44:17,8.9,61
Part Two,1985-01-12,44:29,7.2,65
Part One,1985-01-19,44:46,7.2,63
Part Two,1985-01-26,44:46,7.0,65
Part One,1985-02-02,45:01,6.3,64
Part Two,1985-02-09,44:32,7.3,64
Part One,1985-02-16,44:22,6.6,65
Part Two,1985-02-23,44:49,6.0,62
Part Three,1985-03-02,44:45,6.9,65
Part One,1985-03-09,45:00,6.7,66
Part Two,1985-03-16,44:36,7.4,64
Part One,1985-03-23,44:31,7.4,67
Part Two,1985-03-30,45:27,7.7,65
Part One,1986-09-06,24:57,4.9,72
Part Two,1986-09-13,24:44,4.9,69
Part Three,1986-09-20,24:18,3.9,70
Part Four,1986-09-27,24:20,3.7,72
Part Five,1986-10-04,24:42,4.8,71
Part Six,1986-10-11,24:45,4.6,69
Part Seven,1986-10-18,24:33,5.1,66
Part Eight,1986-10-25,24:44,5.0,72
Part Nine,1986-11-01,24:56,5.2,66
Part Ten,1986-11-08,24:18,4.6,69
Part Eleven,1986-11-15,24:07,5.3,69
Part Twelve,1986-11-22,24:45,5.3,69
Part Thirteen,1986-11-29,24:42,4.4,69
Part Fourteen,1986-12-06,29:30,5.6,69
Part One,1987-09-07,24:44,5.1,58
Part Two,1987-09-14,24:36,4.2,63
Part Three,1987-09-21,24:23,4.3,57
Part Four,1987-09-28,24:38,4.9,59
Part One,1987-10-05,24:33,4.5,61
Part Two,1987-10-12,24:39,5.2,58
Part Three,1987-10-19,24:30,5.0,58
Part Four,1987-10-26,24:21,5.0,57
Part One,1987-11-02,24:47,5.3,63
Part Two,1987-11-09,24:23,5.1,60
Part Three,1987-11-16,24:22,5.4,60
Part One,1987-11-23,24:01,5.5,61
Part Two,1987-11-30,24:40,5.0,61
Part Three,1987-12-07,24:26,4.7,64
Part One,1988-10-05,24:33,5.5,68
Part Two,1988-10-12,24:31,5.8,69
Part Three,1988-10-19,24:30,5.1,70
Part Four,1988-10-26,24:36,5.0,72
Part One,1988-11-02,24:51,5.3,67
Part Two,1988-11-09,24:48,4.6,65
Part Three,1988-11-16,24:25,5.3,65
Part One,1988-11-23,24:31,6.1,71
Part Two,1988-11-30,24:12,5.2,70
Part Three,1988-12-07,24:36,5.2,70
Part One,1988-12-14,24:23,5.0,68
Part Two,1988-12-21,24:20,5.3,66
Part Three,1988-12-28,24:30,4.8,69
Part Four,1989-01-04,24:24,6.6,64
Part One,1989-09-06,24:06,3.1,69
Part Two,1989-09-13,24:07,3.9,68
Part Three,1989-09-20,24:13,3.6,67
Part Four,1989-09-27,24:14,4.0,65
Part One,1989-10-04,24:17,4.2,68
Part Two,1989-10-11,24:18,4.0,68
Part Three,1989-10-18,24:17,4.0,64
Part One,1989-10-25,24:23,4.3,67
Part Two,1989-11-01,24:09,4.0,68
Part Three,1989-11-08,24:11,4.0,68
Part Four,1989-11-15,24:16,4.2,68
Part One,1989-11-22,24:14,5.0,69
Part Two,1989-11-29,24:13,4.8,69
Part Three,1989-12-06,24:20,5.0,71
Doctor Who,1996-05-27,85:00,9.08,75
Rose,2005-03-26,45:00,10.81,81
The End of the World,2005-04-02,44:00,7.97,79
The Unquiet Dead,2005-04-09,44:00,8.86,80
Aliens of London,2005-04-16,45:00,7.63,81
World War Three,2005-04-23,42:00,7.98,82
Dalek,2005-04-30,45:00,8.63,84
The Long Game,2005-05-07,44:00,8.01,81
Father's Day,2005-05-14,45:00,8.06,83
The Empty Child,2005-05-21,45:00,7.11,84
The Doctor Dances,2005-05-28,45:00,6.86,85
Boom Town,2005-06-04,45:00,7.68,82
Bad Wolf,2005-06-11,45:00,6.81,85
The Parting of the Ways,2005-06-18,45:00,6.91,89
The Christmas Invasion,2005-12-25,60:00,9.84,84
New Earth,2006-04-15,45:00,8.62,85
Tooth and Claw,2006-04-22,45:00,9.24,83
School Reunion,2006-04-29,45:00,8.31,85
The Girl in the Fireplace,2006-05-06,45:00,7.9,84
Rise of the Cybermen,2006-05-13,45:00,9.22,86
The Age of Steel,2006-05-20,45:00,7.63,86
The Idiot's Lantern,2006-05-27,45:00,6.76,84
The Impossible Planet,2006-06-03,45:00,6.32,85
The Satan Pit,2006-06-10,45:00,6.08,86
Love & Monsters,2006-06-17,45:00,6.66,76
Fear Her,2006-06-24,45:00,7.14,83
Army of Ghosts,2006-07-01,45:00,8.19,86
Doomsday,2006-07-08,45:00,8.22,89
The Runaway Bride,2006-12-25,60:00,9.35,84
Smith and Jones,2007-03-31,45:00,8.71,88
The Shakespeare Code,2007-04-07,45:00,7.23,87
Gridlock,2007-04-14,45:00,8.41,85
Daleks in Manhattan,2007-04-21,45:00,6.69,86
Evolution of the Daleks,2007-04-28,45:00,6.97,85
The Lazarus Experiment,2007-05-05,45:00,7.19,86
42,2007-05-19,45:00,7.41,85
Human Nature,2007-05-26,45:00,7.74,86
The Family of Blood,2007-06-02,45:00,7.21,86
Blink,2007-06-09,45:00,6.62,87
Utopia,2007-06-16,45:00,7.84,87
The Sound of Drums,2007-06-23,45:00,7.51,87
Last of the Time Lords,2007-06-30,52:00,8.61,88
Voyage of the Damned,2007-12-25,72:00,13.31,86
Partners in Crime,2008-04-05,50:00,9.14,88
The Fires of Pompeii,2008-04-12,50:00,9.04,87
Planet of the Ood,2008-04-19,45:00,7.5,87
The Sontaran Stratagem,2008-04-26,45:00,7.06,87
The Poison Sky,2008-05-03,45:00,6.53,88
The Doctor's Daughter,2008-05-10,45:00,7.33,88
The Unicorn and the Wasp,2008-05-17,45:00,8.41,86
Silence in the Library,2008-05-31,45:00,6.27,89
Forest of the Dead,2008-06-07,45:00,7.84,89
Midnight,2008-06-14,45:00,8.05,86
Turn Left,2008-06-21,50:00,8.09,88
The Stolen Earth,2008-06-28,45:00,8.78,91
Journey's End,2008-07-05,65:00,10.57,91
The Next Doctor,2008-12-25,60:00,13.1,86
Planet of the Dead,2009-04-11,60:00,9.75,88
The Waters of Mars,2009-11-15,60:00,10.32,88
Part One,2009-12-25,60:00,12.04,87
Part Two,2010-01-01,75:00,12.27,89
The Eleventh Hour,2010-04-03,65:00,10.09,86
The Beast Below,2010-04-10,45:00,8.42,86
Victory of the Daleks,2010-04-17,45:00,8.21,84
The Time of Angels,2010-04-24,45:00,8.59,87
Flesh and Stone,2010-05-01,50:00,8.5,86
The Vampires of Venice,2010-05-08,50:00,7.68,86
Amy's Choice,2010-05-15,45:00,7.55,84
The Hungry Earth,2010-05-22,45:00,6.49,86
Cold Blood,2010-05-29,45:00,7.49,85
Vincent and the Doctor,2010-06-05,45:00,6.76,86
The Lodger,2010-06-12,45:00,6.44,87
The Pandorica Opens,2010-06-19,50:00,7.57,88
The Big Bang,2010-06-26,55:00,6.7,89
A Christmas Carol,2010-12-25,60:00,12.11,83
The Impossible Astronaut,2011-04-23,45:00,8.86,88
Day of the Moon,2011-04-30,45:00,7.3,87
The Curse of the Black Spot,2011-05-07,45:00,7.85,86
The Doctor's Wife,2011-05-14,45:00,7.97,87
The Rebel Flesh,2011-05-21,45:00,7.35,85
The Almost People,2011-05-28,45:00,6.72,86
A Good Man Goes to War,2011-06-04,50:00,7.51,88
Let's Kill Hitler,2011-08-27,50:00,8.1,85
Night Terrors,2011-09-03,45:00,7.07,86
The Girl Who Waited,2011-09-10,45:00,7.6,85
The God Complex,2011-09-17,50:00,6.77,86
Closing Time,2011-09-24,45:00,6.93,86
The Wedding of River Song,2011-10-01,45:00,7.67,86
"The Doctor, the Widow and the Wardrobe",2011-12-25,60:00,10.77,84
Asylum of the Daleks,2012-09-01,50:00,8.33,89
Dinosaurs on a Spaceship,2012-09-08,45:00,7.57,87
A Town Called Mercy,2012-09-15,45:00,8.42,85
The Power of Three,2012-09-22,45:00,7.67,87
The Angels Take Manhattan,2012-09-29,45:00,7.82,88
The Snowmen,2012-12-25,60:00,9.87,87
The Bells of Saint John,2013-03-30,45:00,8.44,87
The Rings of Akhaten,2013-04-06,45:00,7.45,84
Cold War,2013-04-13,45:00,7.37,84
Hide,2013-04-20,45:00,6.61,85
Journey to the Centre of the TARDIS,2013-04-27,45:00,6.5,85
The Crimson Horror,2013-05-04,45:00,6.47,85
Nightmare in Silver,2013-05-11,45:00,6.64,84
The Name of the Doctor,2013-05-18,45:00,7.45,88
The Day of the Doctor,2013-11-23,77:00,12.8,88
The Time of the Doctor,2013-12-25,60:00,11.14,83
Deep Breath,2014-08-23,76:00,9.17,82
Into the Dalek,2014-08-30,45:00,7.29,84
Robot of Sherwood,2014-09-06,45:00,7.28,82
Listen,2014-09-13,45:00,7.01,82
Time Heist,2014-09-20,45:00,6.99,84
The Caretaker,2014-09-27,45:00,6.82,83
Kill the Moon,2014-10-04,45:00,6.91,82
Mummy on the Orient Express,2014-10-11,45:00,7.11,85
Flatline,2014-10-18,45:00,6.71,85
In the Forest of the Night,2014-10-25,45:00,6.92,83
Dark Water,2014-11-01,45:00,7.34,85
Death in Heaven,2014-11-08,60:00,7.6,83
Last Christmas,2014-12-25,60:00,8.28,82
The Magician's Apprentice,2015-09-19,50:00,6.54,84
The Witch's Familiar,2015-09-26,50:00,5.71,83
Under the Lake,2015-10-03,45:00,5.63,84
Before the Flood,2015-10-10,42:00,6.05,83
The Girl Who Died,2015-10-17,45:00,6.56,82
The Woman Who Lived,2015-10-24,45:00,6.11,81
The Zygon Invasion,2015-10-31,45:00,5.76,82
The Zygon Inversion,2015-11-07,45:00,6.03,84
Sleep No More,2015-11-14,45:00,5.61,78
Face the Raven,2015-11-21,50:00,6.05,84
Heaven Sent,2015-11-28,55:00,6.19,80
Hell Bent,2015-12-05,60:00,6.17,82
The Husbands of River Song,2015-12-25,60:00,7.69,82
The Return of Doctor Mysterio,2016-12-25,60:00,7.83,82
Dr. Who and the Daleks,1965-08-23,82:00,0.0,0
Daleks -- Invasion Earth: 2150 A.D.,1966-08-05,84:00,0.0,0
The Pilot,2017-04-15,50:00,6.68,83
Smile,2017-04-22,45:00,5.97,83
Thin Ice,2017-04-29,45:00,5.61,84
Knock Knock,2017-05-06,44:00,5.73,83
Oxygen,2017-05-13,45:00,5.27,83
Extremis,2017-05-20,49:00,5.53,82
The Pyramid at the End of the World,2017-05-27,46:00,5.79,82
The Lie of the Land,2017-06-03,45:00,4.82,82
Empress of Mars,2017-06-10,44:00,5.02,83
The Eaters of Light,2017-06-17,42:00,4.73,81
World Enough and Time,2017-06-24,45:00,5.0,85
The Doctor Falls,2017-07-01,60:00,5.3,83
Twice Upon a Time,2017-12-25,60:00,7.92,81
The Woman Who Fell to Earth,2018-10-07,64:00,10.96,83
The Ghost Monument,2018-10-14,49:00,9.0,82
Rosa,2018-10-21,50:00,8.41,83
Arachnids in the UK,2018-10-28,49:00,8.22,83
The Tsuranga Conundrum,2018-11-04,51:00,7.76,79
Demons of the Punjab,2018-11-11,50:00,7.48,80
Kerblam!,2018-11-18,49:00,7.46,81
The Witchfinders,2018-11-25,47:00,7.21,81
It Takes You Away,2018-12-02,49:00,6.42,80
The Battle of Ranskoor Av Kolos,2018-12-09,50:00,6.65,79
Resolution,2019-01-01,60:00,7.13,80